item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,condition,seed,exemplar_seed
6cf0a925be0026c9,f0641f39b0508ec7,9e0d52e419e5bdb5,SocialIQa,social_cs,Mixed,Mixed,B,B,[[B]],1,,answer_only_3shot,,2
ba9b75d7559ade5a,027f2fb16b2b248f,384421170d6fd7c0,SocialIQa,social_cs,Mixed,Mixed,C,A,[[A]],0,,answer_only_3shot,,2
9a94f3bdc5a82254,058db6725230e56e,49d45640a4228733,SocialIQa,social_cs,Mixed,Mixed,A,B,[[B]],0,,answer_only_3shot,,2
ea675245f29e3589,e0de358ebc83a035,b2905faca62d97df,SocialIQa,social_cs,Mixed,Mixed,A,A,[[A]],1,,answer_only_3shot,,2
8318c7d816e1f113,fb81a6e062c0b571,db4ef11b51a16d31,SocialIQa,social_cs,Mixed,Mixed,C,C,[[C]],1,,answer_only_3shot,,2
f025fe0f6f8dbe9e,032962b4cb85677e,47fca3b210d197c6,SocialIQa,social_cs,Mixed,Mixed,B,B,[[B]],1,,answer_only_3shot,,2
c864da5cbe9a82fc,eaa284c1a58015f1,13d69209deace050,SocialIQa,social_cs,Mixed,Mixed,A,B,[[B]],0,,answer_only_3shot,,2
9d7409d95a2e3f7c,1a1c8dc8204e4a7b,18f303eec8e379de,SocialIQa,social_cs,Mixed,Mixed,B,A,[[A]],0,,answer_only_3shot,,2
770e56acbaa509c7,41029c932786eb1d,280c87b56565faef,SocialIQa,social_cs,Mixed,Mixed,B,B,[[B]],1,,answer_only_3shot,,2
32720eb68f367027,1e207d8cc14cb1c4,3783f88f4f1854fa,SocialIQa,social_cs,Mixed,Mixed,A,A,[[A]],1,,answer_only_3shot,,2
0f39c59ca78fe877,f6af3d40e774d285,b357406d0e1dba61,SocialIQa,social_cs,Mixed,Mixed,A,B,[[B]],0,,answer_only_3shot,,2
