item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,condition,seed,exemplar_seed
5ea2054e90165cf4,3ed146daeac9fb4f,2356694ad7aff450,HiToM,high-order,Belief,High-Order False Beliefs (order=1),A,C,[[C]],0,5,synthetic_format_only_3shot,,0
0b2aac05432f2e4f,34d73eb1ad3dd7b7,c1f58a1886914379,HiToM,high-order,Belief,High-Order False Beliefs (order=2),D,C,[[C]],0,5,synthetic_format_only_3shot,,0
d1f6902156363208,7145295882726359,fd499037f71b49da,HiToM,high-order,Belief,High-Order False Beliefs (order=3),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
69e458701be4fdcb,4e6272446a2619c3,7c734c23c5b12fcc,HiToM,high-order,Belief,High-Order False Beliefs (order=0),B,D,[[D]],0,5,synthetic_format_only_3shot,,0
89e88a2eaba5dfec,6ca7ee3b1bf77868,272712d216b8e40b,HiToM,high-order,Belief,High-Order False Beliefs (order=2),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
6abe9dd9a3dd96c8,6c1314a4b4027d9e,d3adc9f5b9b1b884,HiToM,high-order,Belief,High-Order False Beliefs (order=4),A,A,[[A]],1,5,synthetic_format_only_3shot,,0
a48baf57fff4da2a,3247c8b9afcdb8c2,8926d6ab2616e003,HiToM,high-order,Belief,High-Order False Beliefs (order=0),E,B,[[B]],0,5,synthetic_format_only_3shot,,0
459f7ba5d88805e5,caebbb9f7ad4724f,fb87c094c6022450,HiToM,high-order,Belief,High-Order False Beliefs (order=0),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
5dc939844420afb5,0cfda7ef3ef42021,fe1eac4cd8d06711,HiToM,high-order,Belief,High-Order False Beliefs (order=3),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
b439a3d4dfb8a110,4f2c13a5597ce70b,54a610f5fa80a582,HiToM,high-order,Belief,High-Order False Beliefs (order=3),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
12451f726a4aa95d,cb0edb1178a66d86,2d9dd017b01059dd,HiToM,high-order,Belief,High-Order False Beliefs (order=3),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
fca95bbe751914bc,37798940d12903ec,ca7a4db3a6fc38e6,HiToM,high-order,Belief,High-Order False Beliefs (order=3),D,C,[[C]],0,5,synthetic_format_only_3shot,,0
0e9cb06b0a185e49,409c97a541336da3,44dc96355277f91f,HiToM,high-order,Belief,High-Order False Beliefs (order=4),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
a987d5388217a40c,d05d5e705291d919,65d64758604b18a8,HiToM,high-order,Belief,High-Order False Beliefs (order=2),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
d6a39b565d441308,a33c1d92f59b61e2,c2bb5ef1e69e3384,HiToM,high-order,Belief,High-Order False Beliefs (order=3),D,B,[[B]],0,5,synthetic_format_only_3shot,,0
06cd656412298ad6,0d116555fe753eef,f63db42624a734d6,HiToM,high-order,Belief,High-Order False Beliefs (order=1),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
7674b6a776efb6e7,18b1da64f6d97c6c,8a734cc77628dc60,HiToM,high-order,Belief,High-Order False Beliefs (order=2),A,A,[[A]],1,5,synthetic_format_only_3shot,,0
30b5ac7b921422f0,8c44dd2602c3e4d6,ea06844c2b815e65,HiToM,high-order,Belief,High-Order False Beliefs (order=2),A,A,[[A]],1,5,synthetic_format_only_3shot,,0
564215a974a72d30,aa5294f116fc4237,65d64758604b18a8,HiToM,high-order,Belief,High-Order False Beliefs (order=0),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
a5003b2b786575db,34fbf20366a710b0,450eea5525d4ecfd,HiToM,high-order,Belief,High-Order False Beliefs (order=4),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
80d3d291740c1cba,963caec914171074,acb6e40d7488d6f4,HiToM,high-order,Belief,High-Order False Beliefs (order=2),A,A,[[A]],1,5,synthetic_format_only_3shot,,0
a3a53b952bcd29a0,d2ac3c06d2a8a189,0005e820fca39d29,HiToM,high-order,Belief,High-Order False Beliefs (order=2),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
e4c1f793d716ed09,d4fcdde2bfde8741,7abd4268111027de,HiToM,high-order,Belief,High-Order False Beliefs (order=0),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
140bfee471d5877c,f4c978bc1f539212,768c8aaf2fee2d01,HiToM,high-order,Belief,High-Order False Beliefs (order=3),E,E,[[E]],1,5,synthetic_format_only_3shot,,0
cfb7b4b519ff131e,2549b77ab18ef1ad,0ff11fc1bd7f7b52,HiToM,high-order,Belief,High-Order False Beliefs (order=0),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
590f596e0e1a0187,626af876ba32b68d,d8a7a04324ecfdac,HiToM,high-order,Belief,High-Order False Beliefs (order=1),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
d554586cd63a9196,5f85f629ce307d78,95a8f6ba344f742b,HiToM,high-order,Belief,High-Order False Beliefs (order=3),E,B,[[B]],0,5,synthetic_format_only_3shot,,0
2f1c0c25ff54a58c,d28908e248f6f99e,2e34bb1cecde66d2,HiToM,high-order,Belief,High-Order False Beliefs (order=4),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
e2ec1cadb21e6723,bb6c80a3573baf09,fb87c094c6022450,HiToM,high-order,Belief,High-Order False Beliefs (order=3),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
51611ed002cc6795,a0345113359f8a60,e5d42380bce5718f,HiToM,high-order,Belief,High-Order False Beliefs (order=0),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
f7730fe4597ac785,46425652bca023df,705826a78472707d,HiToM,high-order,Belief,High-Order False Beliefs (order=2),E,C,[[C]],0,5,synthetic_format_only_3shot,,0
a4b1099a41528425,0a2cab1057df5814,ed45d07cce932a5b,HiToM,high-order,Belief,High-Order False Beliefs (order=4),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
d6bb0590b209aa89,7569a440f502132a,e84c23ba5e817c33,HiToM,high-order,Belief,High-Order False Beliefs (order=4),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
788d9ae3ed2507f8,d6e34ed0f6041a05,ab4416b1bcf11f2f,HiToM,high-order,Belief,High-Order False Beliefs (order=4),A,B,[[B]],0,5,synthetic_format_only_3shot,,0
db7eade15ca26b52,3e79a9befc768dfa,6a42d21f1606cae7,HiToM,high-order,Belief,High-Order False Beliefs (order=3),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
6867658366e369d9,5487bd5ff2d47f68,fe1eac4cd8d06711,HiToM,high-order,Belief,High-Order False Beliefs (order=4),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
36623600edb835d0,d0e407800ea6a9d7,231ccaea7aba2907,HiToM,high-order,Belief,High-Order False Beliefs (order=1),E,D,[[D]],0,5,synthetic_format_only_3shot,,0
806beb70d7f80d0b,36d2b69551dabf30,01d232b9e9be5571,HiToM,high-order,Belief,High-Order False Beliefs (order=0),D,C,[[C]],0,5,synthetic_format_only_3shot,,0
654386cdf86fafb2,57971ca62899e8b5,7c734c23c5b12fcc,HiToM,high-order,Belief,High-Order False Beliefs (order=2),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
65a25bc1a69e1b2d,45864f93bc4d61e0,7286c429382d3674,HiToM,high-order,Belief,High-Order False Beliefs (order=4),E,D,[[D]],0,5,synthetic_format_only_3shot,,0
9f01a1581e99eafa,c0bff80551de88e0,f58e37a9aeae0383,HiToM,high-order,Belief,High-Order False Beliefs (order=2),D,C,[[C]],0,5,synthetic_format_only_3shot,,0
6a9674167e67ab54,b4d6e9e876a20c3a,c1494a2b86e5b8e1,HiToM,high-order,Belief,High-Order False Beliefs (order=4),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
f7f2f742dd860fca,c89c73b9fe4d3bad,2fb65cec09d735de,HiToM,high-order,Belief,High-Order False Beliefs (order=2),E,A,[[A]],0,5,synthetic_format_only_3shot,,0
cc53a1f94bdfcad1,5c4026934e236621,231ccaea7aba2907,HiToM,high-order,Belief,High-Order False Beliefs (order=3),C,C,[[C]],1,5,synthetic_format_only_3shot,,0
1fef57595e333f8d,ea757a877ee6f605,5c2052a7a2cf4a81,HiToM,high-order,Belief,High-Order False Beliefs (order=3),A,B,[[B]],0,5,synthetic_format_only_3shot,,0
5f122e162df0f8dc,ad23397b9b1afed4,3aa33327cbeb5648,HiToM,high-order,Belief,High-Order False Beliefs (order=1),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
f57c51455bb06f94,90dfe2ffa9b2fd43,d38b045f505942c2,HiToM,high-order,Belief,High-Order False Beliefs (order=0),B,B,[[B]],1,5,synthetic_format_only_3shot,,0
df7410ba6cd41a04,9ca5d602b8ebbc75,837d5f7726e81360,HiToM,high-order,Belief,High-Order False Beliefs (order=2),B,C,[[C]],0,5,synthetic_format_only_3shot,,0
643cd868e7b0f414,5576a298a875d803,b016d4b488e7dc12,HiToM,high-order,Belief,High-Order False Beliefs (order=4),D,D,[[D]],1,5,synthetic_format_only_3shot,,0
185134b93988f440,ebb820729620ddcc,88e6d5d9710a204e,HiToM,high-order,Belief,High-Order False Beliefs (order=2),D,B,[[B]],0,5,synthetic_format_only_3shot,,0
