item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,marker_found,condition,seed,exemplar_seed
6cf0a925be0026c9,f0641f39b0508ec7,9e0d52e419e5bdb5,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: Given the context, Jan was told she couldn't ride the motorcycle, but Cameron still did it anyway. This implies Jan might be surprised or upset. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,0
ba9b75d7559ade5a,027f2fb16b2b248f,384421170d6fd7c0,SocialIQa,social_cs,Mixed,Mixed,C,A,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option A. [[A]]",0,,True,rationale_cot_3shot,,0
9a94f3bdc5a82254,058db6725230e56e,49d45640a4228733,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,0
ea675245f29e3589,e0de358ebc83a035,b2905faca62d97df,SocialIQa,social_cs,Mixed,Mixed,A,A,[[A]],1,,True,rationale_cot_3shot,,0
8318c7d816e1f113,fb81a6e062c0b571,db4ef11b51a16d31,SocialIQa,social_cs,Mixed,Mixed,C,C,"Based on the story, Jesse yelled at his brother after an accident, which suggests he might feel remorseful. Therefore, the most likely answer is:

[[C]]",1,,True,rationale_cot_3shot,,0
f025fe0f6f8dbe9e,032962b4cb85677e,47fca3b210d197c6,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: Before solving the world's water problem, Lee needed to conduct research and develop a plan. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,0
c864da5cbe9a82fc,eaa284c1a58015f1,13d69209deace050,SocialIQa,social_cs,Mixed,Mixed,A,C,"Based on the context provided, the most logical action for Remy would be to prevent further interaction between the individuals. Therefore, the answer is C. [[C]]",0,,True,rationale_cot_3shot,,0
9d7409d95a2e3f7c,1a1c8dc8204e4a7b,18f303eec8e379de,SocialIQa,social_cs,Mixed,Mixed,B,C,[[C]],0,,True,rationale_cot_3shot,,0
770e56acbaa509c7,41029c932786eb1d,280c87b56565faef,SocialIQa,social_cs,Mixed,Mixed,B,B,[[B]],1,,True,rationale_cot_3shot,,0
32720eb68f367027,1e207d8cc14cb1c4,3783f88f4f1854fa,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's reason step by step: Austin discharged Carson from his duty, which implies that Austin felt the need to correct Carson's behavior. Given the context, the feeling Austin would likely have afterward is positive. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,0
0f39c59ca78fe877,f6af3d40e774d285,b357406d0e1dba61,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's reason step by step: Based on the story, Addison received a new bracelet from Robin and had it put on her wrist. This implies a positive interaction between Addison and Robin. Given the context, the most likely reaction is happiness or appreciation for the gift. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,0
c67b67b09ff5ff85,ee1e35c207dfa516,f650d108aa638f6c,SocialIQa,social_cs,Mixed,Mixed,B,A,"Based on the story provided, the most logical outcome is that Alex will lose the contract due to Sasha failing to deliver the ordered food. Therefore, the answer is:

[[A]]",0,,True,rationale_cot_3shot,,0
9b6bc699f6eb3773,215b4d30cdd5af4f,eca9eced17a0bc0a,SocialIQa,social_cs,Mixed,Mixed,C,B,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,0
d212f37ba93d0d2c,24e067b746bfd49e,25a983a55f488a60,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: In the story, Addison gets a car after working hard for many months. Given the context, the logical prerequisite for getting a car through hard work would be having a job to earn money. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,0
d12c40ec18af68f7,d40b005b5b75f5d3,5f107d5b2e091de9,SocialIQa,social_cs,Mixed,Mixed,B,C,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option C. [[C]]",0,,True,rationale_cot_3shot,,0
52c109285a321796,d23223de3c978238,e3dff6668b668097,SocialIQa,social_cs,Mixed,Mixed,C,C,"Based on the story provided, the most likely description of Alex is:

[[C]]",1,,True,rationale_cot_3shot,,0
f734576c3e0b9922,979faee131b98a9e,b9c8e3e4456fc05a,SocialIQa,social_cs,Mixed,Mixed,A,A,[[A]],1,,True,rationale_cot_3shot,,0
237c5cdf4d6466e9,33fe59cc9a4cad80,4dd0948ee575ba96,SocialIQa,social_cs,Mixed,Mixed,A,A,"Let's reason step by step: Based on the story, Kendall was pretending to be interested in Sydney, but Sydney found out the truth. This implies Kendall might feel disappointed or hurt. This points to option A. [[A]]",1,,True,rationale_cot_3shot,,0
c760a23305b02576,4f056a1b04b5c34a,b5054293b9903dbd,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's track the information provided in the story: Remy gave birth to a baby girl on a Saturday afternoon. This implies that Remy needed to go to the hospital before giving birth. 

This leads us to the correct answer being:

[[C]]",1,,True,rationale_cot_3shot,,0
37ff8e15a30083a7,d98f55f561df8f52,affe63ae07a978d2,SocialIQa,social_cs,Mixed,Mixed,C,C,[[C]],1,,True,rationale_cot_3shot,,0
db0a6d82230df8e6,50145a8e96b596f1,5d1e82b65596f0cc,SocialIQa,social_cs,Mixed,Mixed,C,C,"Based on the story provided, the most likely feeling others would have is being supportive. Therefore, the answer is [[C]].",1,,True,rationale_cot_3shot,,0
f225e4ff702d796b,4d06f5300ea46217,8625b0eb4e790dec,SocialIQa,social_cs,Mixed,Mixed,A,A,"Based on the story, Riley let out a scream of pain, which indicates they are in a lot of pain. Therefore, the most appropriate answer is:

[[A]]",1,,True,rationale_cot_3shot,,0
f61d16d3446eb778,946889d04662db04,5289c7d0931d9848,SocialIQa,social_cs,Mixed,Mixed,A,A,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option A. [[A]]",1,,True,rationale_cot_3shot,,0
a0815dc3bc846613,f481db48109cfae3,2a1f9c343401c50a,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: Austin got extra help, which implies he feels supported and assisted. This would likely make him feel positive. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,0
bc78a6ed3354f8de,b9ac3b670b992c46,c7e49ab9b935f1e6,SocialIQa,social_cs,Mixed,Mixed,C,B,[[B]],0,,True,rationale_cot_3shot,,0
2e1b9b1d39e12c5b,b4355be0c842edd8,56317825f575d8b9,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,0
