item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,condition,seed,exemplar_seed
ae638be658d02b41,a2c3dca45439dc37,32fe648a151c3cf0,ToMi,location-belief,Belief,Location False Beliefs,D,A,[[A]],0,,finetuned,45,
0b72e3c7ac8e226e,e3e73e2a7a2fa25c,ddb5982c30a50cd4,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
18394b0cb65b4bf7,6200e5b379fd86b5,3d471f58785bc7cf,ToMi,location-belief,Belief,Location False Beliefs,C,C,[[C]],1,,finetuned,45,
d22332222bdd8a68,0975b2568fefc2aa,a4a37b64be62ab30,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
b2433b6f0fbfad08,6eb2f4f2856d3340,f389674a9238c678,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
7387fa6ac5a42faf,25254ee39253a6c9,48e35d6bb8526966,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
4df2b6892d936fc4,5d113338795b92f0,4c9927bba64e3866,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
0a454bd46209d079,0e9025d263650c3b,11805a163885e65a,ToMi,location-belief,Belief,Location False Beliefs,D,C,[[C]],0,,finetuned,45,
2b7bcca56bb88659,18ebff5aef46870e,11f5067063a88519,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
0f8650b2310b11e0,846f20643eeed29a,4cb8fc241b2a123a,ToMi,location-belief,Belief,Location False Beliefs,A,A,[[A]],1,,finetuned,45,
33012d7d658b47f2,43822c2057fdd990,669dc28d688b4c5c,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
1359f53d2f722570,68a930cf729422d1,ef2795be4a20a160,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
448d0e89cb2ca451,eecba916da4f8ea9,d8b30db7e2e1768c,ToMi,location-belief,Belief,Location False Beliefs,C,C,[[C]],1,,finetuned,45,
b9cdbe19290400f8,e982803aa0cd0e7f,741856004e36fe94,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
759e1dd06067b06a,330ea390feb1e371,454a63abe5bf9e7b,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
e242d2a9bf8d4307,10ab342fc759693c,02640dc17ac13ed8,ToMi,location-belief,Belief,Location False Beliefs,A,A,[[A]],1,,finetuned,45,
c2b9eb380190477c,0f2a5208c467294d,a24e064ca7ac6dd1,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
9eab682e55fbe4b8,cadbe4011cd245cc,e3ab7f0be0729326,ToMi,location-belief,Belief,Location False Beliefs,B,D,[[D]],0,,finetuned,45,
e9bec100ca556f6e,c621d895d984658b,ad56209a5f46bb43,ToMi,location-belief,Belief,Location False Beliefs,B,C,[[C]],0,,finetuned,45,
4248f2d1365c02e5,38025d21ed0029a8,5b40c515da1dcff7,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
6abc3b4113b61782,a2354e512622d68f,a797f731dfeccb39,ToMi,location-belief,Belief,Location False Beliefs,A,A,[[A]],1,,finetuned,45,
62dab41fc91bfe33,59f891f044f75b5a,003c9e5da7264edd,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
7f89a8a08a9f7de4,b07eb331ecccc7c3,72f5e76267f509c5,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
4fb9c9114eb973bb,4ef480a4edac0b71,fa7e58c9860b3903,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
e32e55c683af17ce,d49dafb804fdf927,139b9f32bdf78ba0,ToMi,location-belief,Belief,Location False Beliefs,A,A,[[A]],1,,finetuned,45,
88c126f3ee800249,c84394166246ead2,1c5bfd64041daf74,ToMi,location-belief,Belief,Location False Beliefs,C,B,[[B]],0,,finetuned,45,
e55c762b9aaefa6b,b2eeb641e81360aa,4cb8fc241b2a123a,ToMi,location-belief,Belief,Location False Beliefs,A,A,[[A]],1,,finetuned,45,
fd5c64e0b318beb4,71d5171159cded8c,40fc803d8e679131,ToMi,location-belief,Belief,Location False Beliefs,C,A,[[A]],0,,finetuned,45,
a333e9b9f0ee6bce,bf136fce9dee2adf,e5f015074453d195,ToMi,location-belief,Belief,Location False Beliefs,A,A,[[A]],1,,finetuned,45,
4fdb0fbd25ba7a41,7547810b307b6cb6,41c6107ada559354,ToMi,location-belief,Belief,Location False Beliefs,C,D,[[D]],0,,finetuned,45,
33ab7e21ed169847,f696e452e506183a,dc93bff093ad7183,ToMi,location-belief,Belief,Location False Beliefs,A,A,[[A]],1,,finetuned,45,
68d055f7196350fb,4c51386553b7c233,bd8321660a38a8b1,ToMi,location-belief,Belief,Location False Beliefs,C,C,[[C]],1,,finetuned,45,
482492764d86697e,0ea8d08df487ce56,15386ad6e67da6d1,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
6e3ebbc1c14a6ffb,716cee4ddbd5266e,8d0a220cc20f95e8,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
8e853398f0bcb684,7a144b1b124cdae8,aa46d0ca83835394,ToMi,location-belief,Belief,Location False Beliefs,C,A,[[A]],0,,finetuned,45,
bee52ebfc650cd2a,14b466a42bafb870,d8b30db7e2e1768c,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
af8ede7c813210f0,99f3b4e704644c27,08044fc183d8e925,ToMi,location-belief,Belief,Location False Beliefs,B,B,[[B]],1,,finetuned,45,
b129acc9c290ce0b,68f018223bab568a,bd8321660a38a8b1,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
22896c999af5bddb,5434db9e6fe5ccfc,341aa9bfe1976def,ToMi,location-belief,Belief,Location False Beliefs,D,D,[[D]],1,,finetuned,45,
