item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,marker_found,condition,seed,exemplar_seed
0b2aac05432f2e4f,34d73eb1ad3dd7b7,c1f58a1886914379,HiToM,high-order,Belief,High-Order False Beliefs (order=2),D,C,[[C]],0,5,True,rationale_cot_3shot,,1
d1f6902156363208,7145295882726359,fd499037f71b49da,HiToM,high-order,Belief,High-Order False Beliefs (order=3),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
69e458701be4fdcb,4e6272446a2619c3,7c734c23c5b12fcc,HiToM,high-order,Belief,High-Order False Beliefs (order=0),B,C,[[C]],0,5,True,rationale_cot_3shot,,1
89e88a2eaba5dfec,6ca7ee3b1bf77868,272712d216b8e40b,HiToM,high-order,Belief,High-Order False Beliefs (order=2),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
459f7ba5d88805e5,caebbb9f7ad4724f,fb87c094c6022450,HiToM,high-order,Belief,High-Order False Beliefs (order=0),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
b439a3d4dfb8a110,4f2c13a5597ce70b,54a610f5fa80a582,HiToM,high-order,Belief,High-Order False Beliefs (order=3),C,C,Let's reason step by step: I track the sequence of events and the movements of the items. The key point is to follow the chain of events and the statements made by each person. This points to option C. [[C]],1,5,True,rationale_cot_3shot,,1
fca95bbe751914bc,37798940d12903ec,ca7a4db3a6fc38e6,HiToM,high-order,Belief,High-Order False Beliefs (order=3),D,C,[[C]],0,5,True,rationale_cot_3shot,,1
a987d5388217a40c,d05d5e705291d919,65d64758604b18a8,HiToM,high-order,Belief,High-Order False Beliefs (order=2),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
d6a39b565d441308,a33c1d92f59b61e2,c2bb5ef1e69e3384,HiToM,high-order,Belief,High-Order False Beliefs (order=3),D,B,[[B]],0,5,True,rationale_cot_3shot,,1
06cd656412298ad6,0d116555fe753eef,f63db42624a734d6,HiToM,high-order,Belief,High-Order False Beliefs (order=1),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
30b5ac7b921422f0,8c44dd2602c3e4d6,ea06844c2b815e65,HiToM,high-order,Belief,High-Order False Beliefs (order=2),A,A,[[A]],1,5,True,rationale_cot_3shot,,1
a5003b2b786575db,34fbf20366a710b0,450eea5525d4ecfd,HiToM,high-order,Belief,High-Order False Beliefs (order=4),C,C,[[C]],1,5,True,rationale_cot_3shot,,1
a3a53b952bcd29a0,d2ac3c06d2a8a189,0005e820fca39d29,HiToM,high-order,Belief,High-Order False Beliefs (order=2),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
e4c1f793d716ed09,d4fcdde2bfde8741,7abd4268111027de,HiToM,high-order,Belief,High-Order False Beliefs (order=0),D,C,C. [[C]],0,5,True,rationale_cot_3shot,,1
140bfee471d5877c,f4c978bc1f539212,768c8aaf2fee2d01,HiToM,high-order,Belief,High-Order False Beliefs (order=3),E,D,[[D]],0,5,True,rationale_cot_3shot,,1
590f596e0e1a0187,626af876ba32b68d,d8a7a04324ecfdac,HiToM,high-order,Belief,High-Order False Beliefs (order=1),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
d554586cd63a9196,5f85f629ce307d78,95a8f6ba344f742b,HiToM,high-order,Belief,High-Order False Beliefs (order=3),E,B,Let's reason step by step: I track the sequence of events and the statements made by each person. This points to option B. [[B]],0,5,True,rationale_cot_3shot,,1
e2ec1cadb21e6723,bb6c80a3573baf09,fb87c094c6022450,HiToM,high-order,Belief,High-Order False Beliefs (order=3),C,C,[[C]],1,5,True,rationale_cot_3shot,,1
51611ed002cc6795,a0345113359f8a60,e5d42380bce5718f,HiToM,high-order,Belief,High-Order False Beliefs (order=0),C,C,[[C]],1,5,True,rationale_cot_3shot,,1
f7730fe4597ac785,46425652bca023df,705826a78472707d,HiToM,high-order,Belief,High-Order False Beliefs (order=2),E,C,[[C]],0,5,True,rationale_cot_3shot,,1
d6bb0590b209aa89,7569a440f502132a,e84c23ba5e817c33,HiToM,high-order,Belief,High-Order False Beliefs (order=4),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
36623600edb835d0,d0e407800ea6a9d7,231ccaea7aba2907,HiToM,high-order,Belief,High-Order False Beliefs (order=1),E,E,"Let's track Benjamin's actions and the cucumber's movement: Benjamin moved the cucumber to the red_container. Since Benjamin left the workshop and did not return, he would not know about any subsequent movements. Therefore, Benjamin thinks the cucumber is in the red_container. The answer is E. [[E]]",1,5,True,rationale_cot_3shot,,1
654386cdf86fafb2,57971ca62899e8b5,7c734c23c5b12fcc,HiToM,high-order,Belief,High-Order False Beliefs (order=2),C,C,[[C]],1,5,True,rationale_cot_3shot,,1
9f01a1581e99eafa,c0bff80551de88e0,f58e37a9aeae0383,HiToM,high-order,Belief,High-Order False Beliefs (order=2),D,B,[[B]],0,5,True,rationale_cot_3shot,,1
6a9674167e67ab54,b4d6e9e876a20c3a,c1494a2b86e5b8e1,HiToM,high-order,Belief,High-Order False Beliefs (order=4),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
5f122e162df0f8dc,ad23397b9b1afed4,3aa33327cbeb5648,HiToM,high-order,Belief,High-Order False Beliefs (order=1),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
643cd868e7b0f414,5576a298a875d803,b016d4b488e7dc12,HiToM,high-order,Belief,High-Order False Beliefs (order=4),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
cb85201e986bd4f4,dcde09fd7ba49abc,dc41bc5c46ce363d,HiToM,high-order,Belief,High-Order False Beliefs (order=3),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
933d81d1b23615f0,5fc1f7bd26098f76,9401c4c2e0bf810d,HiToM,high-order,Belief,High-Order False Beliefs (order=4),B,C,[[C]],0,5,True,rationale_cot_3shot,,1
72cafd23ebbbb27b,739cecc0ba1715b8,fb6e6943535ff288,HiToM,high-order,Belief,High-Order False Beliefs (order=4),B,C,[[C]],0,5,True,rationale_cot_3shot,,1
f80ca2eadfca9cc5,3ef47e610eef7a82,fb6e6943535ff288,HiToM,high-order,Belief,High-Order False Beliefs (order=3),E,B,[[B]],0,5,True,rationale_cot_3shot,,1
da39bdaa22ce10b9,f7df18dbc7b11399,4f06e5415bb163c4,HiToM,high-order,Belief,High-Order False Beliefs (order=3),E,C,[[C]],0,5,True,rationale_cot_3shot,,1
d1a4c5feeaf85c8b,e5450875307629a1,5e84c9ef5e36854e,HiToM,high-order,Belief,High-Order False Beliefs (order=1),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
9b8d288c7a2c816c,38ef1d78e5cc6f55,c8ce9a24b3acbd91,HiToM,high-order,Belief,High-Order False Beliefs (order=1),A,A,[[A]],1,5,True,rationale_cot_3shot,,1
5f8f16075fbc1134,1b943cd62476f7ef,b63ac48284062d58,HiToM,high-order,Belief,High-Order False Beliefs (order=2),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
0bdbac3b155aa5dc,3aa5d73ecd8e77f6,9c91c29d4de0cb67,HiToM,high-order,Belief,High-Order False Beliefs (order=2),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
bd1713fb19c687a6,9bfe391526dfc6c0,3f68efd9f9f6b0a4,HiToM,high-order,Belief,High-Order False Beliefs (order=4),A,A,[[A]],1,5,True,rationale_cot_3shot,,1
4d77836ba459c033,cdf69733758e196c,fb87c094c6022450,HiToM,high-order,Belief,High-Order False Beliefs (order=4),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
6e131fa1950c0dbe,a982a51533f14e6a,e6ee6472b65fe46b,HiToM,high-order,Belief,High-Order False Beliefs (order=1),A,A,[[A]],1,5,True,rationale_cot_3shot,,1
3e04b840d3e3b2c4,018a1ebee6ad8cfd,9401c4c2e0bf810d,HiToM,high-order,Belief,High-Order False Beliefs (order=2),A,C,[[C]],0,5,True,rationale_cot_3shot,,1
efcff878f3dd5b9e,339a052838f2e527,c8ce9a24b3acbd91,HiToM,high-order,Belief,High-Order False Beliefs (order=3),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
3e08330d69432d57,c2b7f005a1c28844,ea06844c2b815e65,HiToM,high-order,Belief,High-Order False Beliefs (order=4),C,C,[[C]],1,5,True,rationale_cot_3shot,,1
39efbd6d5a4e1716,edd9efdbf42b7a36,94e59bf10010569e,HiToM,high-order,Belief,High-Order False Beliefs (order=1),C,C,Let's reason step by step: I track the sequence of events and the changes in the location of the melon. This points to option C. [[C]],1,5,True,rationale_cot_3shot,,1
40e6de94c406a28e,592540ecbb3e5ace,cbfa45fbe5f2e4d6,HiToM,high-order,Belief,High-Order False Beliefs (order=2),D,D,[[D]],1,5,True,rationale_cot_3shot,,1
0852f6aac2fd26ec,5aaecbaacdf8d9c9,779ff9fe838a4aac,HiToM,high-order,Belief,High-Order False Beliefs (order=1),B,B,[[B]],1,5,True,rationale_cot_3shot,,1
