item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,marker_found,condition,seed,exemplar_seed
6cf0a925be0026c9,f0641f39b0508ec7,9e0d52e419e5bdb5,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: From the story, we understand that Jan was told she couldn't ride the motorcycle, yet Cameron still did it. This implies Jan might be upset about Cameron's actions. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,1
ba9b75d7559ade5a,027f2fb16b2b248f,384421170d6fd7c0,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: In the story, Aubrey meets a stranger at the park, but there's no indication of how she feels about it. However, without more context, we can't rule out any of the given options. But based on common human reactions, feeling happy seems the most plausible. [[C]]",1,,True,rationale_cot_3shot,,1
9a94f3bdc5a82254,058db6725230e56e,49d45640a4228733,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's reason step by step: Given that Skylar was pushed by the bully and spilled milk over their head, the most logical action would be to react to the situation. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,1
ea675245f29e3589,e0de358ebc83a035,b2905faca62d97df,SocialIQa,social_cs,Mixed,Mixed,A,A,"Let's reason step by step: From the story, we understand that Quinn enjoyed the book despite being told they wouldn't like it. This implies Quinn was content with their experience. This points to option A. [[A]]",1,,True,rationale_cot_3shot,,1
8318c7d816e1f113,fb81a6e062c0b571,db4ef11b51a16d31,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: Based on the story, Jesse yelled at his brother after yelling at him, indicating he might feel remorseful. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,1
f025fe0f6f8dbe9e,032962b4cb85677e,47fca3b210d197c6,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: Based on the story, Lee solved the world's water problem after inventing a new pump. This implies that before this, Lee must have researched a plan. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,1
9d7409d95a2e3f7c,1a1c8dc8204e4a7b,18f303eec8e379de,SocialIQa,social_cs,Mixed,Mixed,B,A,"Let's reason step by step: Given the context of a Christmas party and the sudden birth, the most likely scenario is that the party was put off and the person involved (Jan) was rushed to the hospital. This points to option A. [[A]]",0,,True,rationale_cot_3shot,,1
770e56acbaa509c7,41029c932786eb1d,280c87b56565faef,SocialIQa,social_cs,Mixed,Mixed,B,B,[[B]],1,,True,rationale_cot_3shot,,1
32720eb68f367027,1e207d8cc14cb1c4,3783f88f4f1854fa,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's reason step by step: Given that Austin discharged Carson from his duty due to improper behavior, he likely felt relieved or satisfied with the action. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,1
0f39c59ca78fe877,f6af3d40e774d285,b357406d0e1dba61,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's reason step by step: Based on the story, Addison received a new bracelet as a gift from Robin on her birthday, and she loved it. This implies that the most likely outcome is that Addison will love the bracelet. [[B]]",0,,True,rationale_cot_3shot,,1
