item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,marker_found,condition,seed,exemplar_seed
6cf0a925be0026c9,f0641f39b0508ec7,9e0d52e419e5bdb5,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: Given the context, Jan was told she couldn't ride the motorcycle, so when Cameron did anyway, it would make Jan upset. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,2
ba9b75d7559ade5a,027f2fb16b2b248f,384421170d6fd7c0,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,2
9a94f3bdc5a82254,058db6725230e56e,49d45640a4228733,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's reason step by step: Given the context of being pushed by a bully and the consequence (pouring milk over their head), Skylar is likely to react defensively or seek help. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,2
ea675245f29e3589,e0de358ebc83a035,b2905faca62d97df,SocialIQa,social_cs,Mixed,Mixed,A,A,[[A]],1,,True,rationale_cot_3shot,,2
8318c7d816e1f113,fb81a6e062c0b571,db4ef11b51a16d31,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: Given the context of Jesse yelling at his brother after an accident, the most likely feeling is remorse. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,2
f025fe0f6f8dbe9e,032962b4cb85677e,47fca3b210d197c6,SocialIQa,social_cs,Mixed,Mixed,B,B,Let's track the information: Lee solved the world's water problem after inventing a new pump. This implies Lee needed to research and develop a plan before inventing the pump. This points to option B. [[B]],1,,True,rationale_cot_3shot,,2
c864da5cbe9a82fc,eaa284c1a58015f1,13d69209deace050,SocialIQa,social_cs,Mixed,Mixed,A,B,"Based on the context provided, Remy prevented them from engaging by keeping them away from each other. There's no information suggesting Remy would give an explanation, push them together, or give up. Therefore, the most logical inference is that Remy wants to maintain the separation. However, since this option isn't listed, the closest answer would be B. [[B]]",0,,True,rationale_cot_3shot,,2
9d7409d95a2e3f7c,1a1c8dc8204e4a7b,18f303eec8e379de,SocialIQa,social_cs,Mixed,Mixed,B,C,"Let's reason step by step: Given the context of a Christmas party and Jan giving birth, the most logical and common reaction from others would be to be happy and hold the baby. This points to option C. [[C]]",0,,True,rationale_cot_3shot,,2
770e56acbaa509c7,41029c932786eb1d,280c87b56565faef,SocialIQa,social_cs,Mixed,Mixed,B,B,Let's reason step by step: Cameron turns to Skylar because he noticed Skylar stubbed his toe and wanted to ensure Skylar was okay. This points to option B. [[B]],1,,True,rationale_cot_3shot,,2
32720eb68f367027,1e207d8cc14cb1c4,3783f88f4f1854fa,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's reason step by step: Given the context, Austin discharged Carson from duty due to improper behavior, which suggests a sense of relief or satisfaction. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,2
0f39c59ca78fe877,f6af3d40e774d285,b357406d0e1dba61,SocialIQa,social_cs,Mixed,Mixed,A,B,"Let's track the actions and emotions described in the story. Addison received a new bracelet and Robin helped her put it on. This implies a positive interaction. Given this context, the most likely answer is:

[[B]]",0,,True,rationale_cot_3shot,,2
c67b67b09ff5ff85,ee1e35c207dfa516,f650d108aa638f6c,SocialIQa,social_cs,Mixed,Mixed,B,A,"Let's reason step by step: Given the context, the most logical outcome is that Alex will lose the contract due to the failure to deliver the ordered food. This points to option A. [[A]]",0,,True,rationale_cot_3shot,,2
9b6bc699f6eb3773,215b4d30cdd5af4f,eca9eced17a0bc0a,SocialIQa,social_cs,Mixed,Mixed,C,B,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,2
d212f37ba93d0d2c,24e067b746bfd49e,25a983a55f488a60,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's track the information provided in the story: Addison got a car after hard work. This implies Addison must have worked to earn money, which typically comes from having a job. Therefore, the correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,2
d12c40ec18af68f7,d40b005b5b75f5d3,5f107d5b2e091de9,SocialIQa,social_cs,Mixed,Mixed,B,C,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option C. [[C]]",0,,True,rationale_cot_3shot,,2
52c109285a321796,d23223de3c978238,e3dff6668b668097,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,2
f734576c3e0b9922,979faee131b98a9e,b9c8e3e4456fc05a,SocialIQa,social_cs,Mixed,Mixed,A,A,"Let's reason step by step: Given that Jesse was out sick and Tracy covered his class, the most logical next action for Jesse would be to get better. This points to option A. [[A]]",1,,True,rationale_cot_3shot,,2
237c5cdf4d6466e9,33fe59cc9a4cad80,4dd0948ee575ba96,SocialIQa,social_cs,Mixed,Mixed,A,A,"Let's reason step by step: Based on the story, Kendall was pretending to be interested in Sydney but Sydney found out the truth. This implies Kendall might feel disappointed or hurt. This points to option A. [[A]]",1,,True,rationale_cot_3shot,,2
c760a23305b02576,4f056a1b04b5c34a,b5054293b9903dbd,SocialIQa,social_cs,Mixed,Mixed,C,C,Let's track the information provided in the story: Remy gave birth to a baby girl on a Saturday afternoon. This implies the necessary actions leading up to giving birth. This points to option C. [[C]],1,,True,rationale_cot_3shot,,2
37ff8e15a30083a7,d98f55f561df8f52,affe63ae07a978d2,SocialIQa,social_cs,Mixed,Mixed,C,C,[[C]],1,,True,rationale_cot_3shot,,2
db0a6d82230df8e6,50145a8e96b596f1,5d1e82b65596f0cc,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: Given the context that Taylor was proud of their father, the most likely feeling others would have is supportiveness. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,2
f225e4ff702d796b,4d06f5300ea46217,8625b0eb4e790dec,SocialIQa,social_cs,Mixed,Mixed,A,A,"Based on the story, Riley let out a scream of pain, which indicates they are in a lot of pain. Therefore, the correct answer is:

[[A]]",1,,True,rationale_cot_3shot,,2
f61d16d3446eb778,946889d04662db04,5289c7d0931d9848,SocialIQa,social_cs,Mixed,Mixed,A,A,"Let's reason step by step: Given the context of Kendall being injured from the battle, the most logical choice is to seek medical attention. This points to option A. [[A]]",1,,True,rationale_cot_3shot,,2
a0815dc3bc846613,f481db48109cfae3,2a1f9c343401c50a,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: Given that Austin got extra help on the paper, it implies he felt supported and assisted, which generally leads to positive feelings. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,2
bc78a6ed3354f8de,b9ac3b670b992c46,c7e49ab9b935f1e6,SocialIQa,social_cs,Mixed,Mixed,C,B,"Let's track the information provided in the story and the context of the question. The story mentions that Sydney works as a preschool teacher and helped trace Robin's fingers. Given this context, the most logical answer is that Sydney did this to teach her class the alphabet. 

The correct answer is: [[B]]",0,,True,rationale_cot_3shot,,2
2e1b9b1d39e12c5b,b4355be0c842edd8,56317825f575d8b9,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: Given the context, Sydney would be interested in receiving the money she earned from the sale of her painting. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,2
260b93960f508748,7c4b0d78c4f1553e,509b2c03fb445f8b,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: Based on the story, Alex helping Riley with the math problem suggests a positive outcome. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,2
f60a09adeffb680d,c06fb0ed7923a5c4,2d9547aca49e4d70,SocialIQa,social_cs,Mixed,Mixed,A,A,"The story doesn't provide enough context to definitively predict what will happen to ""Others."" However, based on the limited information provided, the most plausible answer seems to be:

[[A]]",1,,True,rationale_cot_3shot,,2
2fc81d778de1d8fd,6837e76848b055b1,684a2cbba6e43cac,SocialIQa,social_cs,Mixed,Mixed,A,A,"Based on the context provided, the most fitting description for Taylor would be that they are ""sanitary."" Therefore, the answer is [[A]].",1,,True,rationale_cot_3shot,,2
7c4d7554deac954d,bee47fa28db96ec9,0f75772d91c32f1e,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's track the information provided in the story: Alex paid to get her car detailed and cleaned. This implies she had a car to begin with. Therefore, the correct answer is C. [[C]]",1,,True,rationale_cot_3shot,,2
42ced65d4f65d1e0,fca5d6da5fe460f4,0af09bdb61befe78,SocialIQa,social_cs,Mixed,Mixed,B,B,"Based on the story provided, the most likely description of Ash is:

B. does not care about other people's plans

So the answer is [[B]].",1,,True,rationale_cot_3shot,,2
ad7200a9536d4dba,cbc1336f1e4e2c74,d5b28a17b5150753,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: Given that Austin made an email right after getting a new computer, it suggests he is excited about his new purchase. This excitement might make others feel content. [[C]]",1,,True,rationale_cot_3shot,,2
d5decb9312425eea,44b00c7d50bd9159,aadf4391f0639845,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,2
24729934de2a5bfb,b027cbc6153aaa4b,e5bbdb60acabc3a0,SocialIQa,social_cs,Mixed,Mixed,B,B,"Let's reason step by step: I track who has access to which information in the story, then check what the relevant character would infer given only what they observed. This points to option B. [[B]]",1,,True,rationale_cot_3shot,,2
e637b1967832f514,d23666e903936319,6b436df82be211ca,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's reason step by step: Based on the context provided, Quinn is returning tools, which suggests he is being responsible and organized. This implies a sense of thoughtfulness. Therefore, the most fitting answer is C. [[C]]",1,,True,rationale_cot_3shot,,2
a5fa5bdc1b0513a4,16b4d0dd75383527,4e2d8179da750faa,SocialIQa,social_cs,Mixed,Mixed,A,A,"Based on the story, the most appropriate description would be:

[[A]]",1,,True,rationale_cot_3shot,,2
1929867dc395e671,e5e9908bc4ac3c90,5c27a01cfaa575e1,SocialIQa,social_cs,Mixed,Mixed,C,C,"Let's track the context provided in the story and the available answers. The story mentions that Remy had a big presentation to get done and was working late tonight. Given this context, the most logical next action would be to continue working on the presentation. This points to option C. [[C]]",1,,True,rationale_cot_3shot,,2
92a1e46d358803cc,f84c5997b3b333f2,55a35566fe1a4123,SocialIQa,social_cs,Mixed,Mixed,B,B,"Based on the story provided, Riley would feel pain after falling off his bike. [[B]]",1,,True,rationale_cot_3shot,,2
